"","Height","Weight","CH","Region","CH_age","Background","sex","Body_Ratio"
"2523",188,78,359,"EUROPE",20,"West","Male",0.414893617021277
"2525",183,72,378,"ASIA",20,"East","Male",0.39344262295082
"2526",185,80,773,"EUROPE",23,"West","Male",0.432432432432432
"2528",180,77,689,"EUROPE",21,"West","Male",0.427777777777778
"2529",185,74,159,"EUROPE",20,"West","Male",0.4
"2536",188,85,775,"OCEANIA",25,"West","Male",0.452127659574468
"2537",175,70,602,"EUROPE",23,"West","Male",0.4
"2538",183,81,390,"EUROPE",22,"West","Male",0.442622950819672
"2541",188,88,641,"EUROPE",21,"West","Male",0.468085106382979
"2546",196,84,684,"EUROPE",23,"West","Male",0.428571428571429
"2547",185,78,676,"EUROPE",19,"West","Male",0.421621621621622
"2549",173,64,795,"ASIA",20,"East","Male",0.369942196531792
"2550",180,63,796,"EUROPE",19,"West","Male",0.35
"2551",175,68,610,"ASIA",21,"East","Male",0.388571428571429
"2555",180,77,261,"ASIA",28,"East","Male",0.427777777777778
"2556",183,80,356,"OCEANIA",26,"West","Male",0.437158469945355
"2558",188,80,804,"EUROPE",18,"West","Male",0.425531914893617
"2560",183,75,804,"NORTHERN_AMERICA",22,"West","Male",0.409836065573771
"2561",193,84,531,"EUROPE",25,"West","Male",0.435233160621762
"2562",180,74,640,"EUROPE",22,"West","Male",0.411111111111111
"2566",183,79,803,"ASIA",26,"East","Male",0.431693989071038
"2567",183,73,756,"NORTHERN_AMERICA",23,"West","Male",0.398907103825137
"2568",180,74,661,"EUROPE",18,"West","Male",0.411111111111111
"2571",185,82,20,"EUROPE",23,"West","Male",0.443243243243243
"2578",188,80,387,"EUROPE",19,"West","Male",0.425531914893617
"2579",180,75,823,"ASIA",22,"East","Male",0.416666666666667
"2580",180,80,618,"EUROPE",19,"West","Male",0.444444444444444
"2581",180,80,202,"EUROPE",23,"West","Male",0.444444444444444
"2582",183,78,777,"OCEANIA",25,"West","Male",0.426229508196721
"2584",193,81,466,"EUROPE",24,"West","Male",0.419689119170984
"2585",183,76,742,"NORTHERN_AMERICA",29,"West","Male",0.415300546448087
"2586",188,80,829,"EUROPE",24,"West","Male",0.425531914893617
"2591",203,104,161,"EUROPE",22,"West","Male",0.512315270935961
"2592",188,88,445,"EUROPE",25,"West","Male",0.468085106382979
"2594",198,78,825,"ASIA",21,"East","Male",0.393939393939394
"2596",191,85,706,"NORTHERN_AMERICA",20,"West","Male",0.445026178010471
"2598",185,77,743,"EUROPE",20,"West","Male",0.416216216216216
"2600",183,86,837,"EUROPE",25,"West","Male",0.469945355191257
"2602",183,86,9,"EUROPE",25,"West","Male",0.469945355191257
"2605",180,70,279,"EUROPE",26,"West","Male",0.388888888888889
"2607",203,94,14,"EUROPE",22,"West","Male",0.463054187192118
"2610",180,70,847,"ASIA",18,"East","Male",0.388888888888889
"2611",175,70,838,"EUROPE",21,"West","Male",0.4
"2612",180,73,200,"EUROPE",26,"West","Male",0.405555555555556
"2616",183,80,298,"ASIA",19,"East","Male",0.437158469945355
"2617",180,68,245,"EUROPE",20,"West","Male",0.377777777777778
"2618",183,65,638,"ASIA",24,"East","Male",0.355191256830601
"2621",175,68,514,"ASIA",19,"East","Male",0.388571428571429
"2623",191,75,348,"OCEANIA",20,"West","Male",0.392670157068063
"2624",190,85,230,"EUROPE",29,"West","Male",0.447368421052632
"2627",196,92,680,"EUROPE",22,"West","Male",0.469387755102041
"2629",183,80,255,"EUROPE",27,"West","Male",0.437158469945355
"2630",183,76,503,"EUROPE",23,"West","Male",0.415300546448087
"2634",191,88,820,"EUROPE",23,"West","Male",0.460732984293194
"2641",198,81,786,"EUROPE",21,"West","Male",0.409090909090909
"2642",185,77,559,"NORTHERN_AMERICA",17,"West","Male",0.416216216216216
"2647",183,72,487,"EUROPE",25,"West","Male",0.39344262295082
"2648",185,81,885,"EUROPE",19,"West","Male",0.437837837837838
"2650",183,80,146,"EUROPE",28,"West","Male",0.437158469945355
"2651",178,76,887,"EUROPE",20,"West","Male",0.426966292134831
"2653",191,78,733,"EUROPE",22,"West","Male",0.408376963350785
"2655",183,60,239,"OCEANIA",19,"West","Male",0.327868852459016
"2657",191,88,598,"EUROPE",28,"West","Male",0.460732984293194
"2659",188,81,679,"ASIA",19,"East","Male",0.430851063829787
"2660",188,84,438,"NORTHERN_AMERICA",20,"West","Male",0.446808510638298
"2661",183,80,813,"EUROPE",22,"West","Male",0.437158469945355
"2662",180,72,360,"EUROPE",26,"West","Male",0.4
"2663",191,86,174,"EUROPE",23,"West","Male",0.450261780104712
"2665",183,78,898,"EUROPE",23,"West","Male",0.426229508196721
"2666",188,82,872,"NORTHERN_AMERICA",20,"West","Male",0.436170212765957
"2668",173,68,676,"NORTHERN_AMERICA",23,"West","Male",0.393063583815029
"2670",175,73,522,"EUROPE",19,"West","Male",0.417142857142857
"2672",185,64,760,"NORTHERN_AMERICA",19,"West","Male",0.345945945945946
"2673",191,86,906,"NORTHERN_AMERICA",22,"West","Male",0.450261780104712
"2674",178,70,892,"EUROPE",19,"West","Male",0.393258426966292
"2675",185,95,908,"NORTHERN_AMERICA",23,"West","Male",0.513513513513513
"2676",183,68,812,"EUROPE",19,"West","Male",0.371584699453552
"2677",185,81,871,"EUROPE",18,"West","Male",0.437837837837838
"2679",185,80,214,"EUROPE",29,"West","Male",0.432432432432432
"2681",198,86,912,"EUROPE",27,"West","Male",0.434343434343434
"2682",188,75,235,"EUROPE",25,"West","Male",0.398936170212766
"2683",188,81,484,"EUROPE",21,"West","Male",0.430851063829787
"2684",185,74,12,"EUROPE",26,"West","Male",0.4
"2688",178,70,393,"EUROPE",24,"West","Male",0.393258426966292
"2693",180,78,487,"EUROPE",24,"West","Male",0.433333333333333
"2694",193,85,887,"EUROPE",21,"West","Male",0.440414507772021
"2697",178,70,879,"ASIA",19,"East","Male",0.393258426966292
"2699",196,92,623,"EUROPE",25,"West","Male",0.469387755102041
"2700",175,67,929,"ASIA",20,"East","Male",0.382857142857143
"2705",183,75,787,"EUROPE",20,"West","Male",0.409836065573771
"2706",193,85,749,"OCEANIA",22,"West","Male",0.440414507772021
"2707",180,80,737,"EUROPE",22,"West","Male",0.444444444444444
"2708",185,75,756,"EUROPE",21,"West","Male",0.405405405405405
"2710",193,77,886,"ASIA",24,"East","Male",0.398963730569948
"2713",183,78,941,"EUROPE",22,"West","Male",0.426229508196721
"2714",188,85,219,"EUROPE",23,"West","Male",0.452127659574468
"2717",188,75,365,"ASIA",23,"East","Male",0.398936170212766
"2718",188,82,229,"EUROPE",28,"West","Male",0.436170212765957
"2720",180,71,605,"EUROPE",19,"West","Male",0.394444444444444
"2721",180,70,914,"EUROPE",23,"West","Male",0.388888888888889
"2722",191,80,592,"EUROPE",26,"West","Male",0.418848167539267
"2723",193,82,676,"EUROPE",19,"West","Male",0.424870466321244
"2724",193,100,42,"EUROPE",29,"West","Male",0.518134715025907
"2729",191,77,957,"NORTHERN_AMERICA",28,"West","Male",0.403141361256544
"2730",188,86,956,"OCEANIA",23,"West","Male",0.457446808510638
"2731",175,77,660,"NORTHERN_AMERICA",26,"West","Male",0.44
"2732",170,68,574,"ASIA",24,"East","Male",0.4
"2734",175,65,958,"ASIA",21,"East","Male",0.371428571428571
"2739",191,80,957,"NORTHERN_AMERICA",21,"West","Male",0.418848167539267
"2740",191,86,609,"EUROPE",23,"West","Male",0.450261780104712
"2741",183,77,540,"NORTHERN_AMERICA",17,"West","Male",0.420765027322404
"2742",178,74,560,"EUROPE",22,"West","Male",0.415730337078652
"2744",183,74,575,"NORTHERN_AMERICA",17,"West","Male",0.404371584699454
"2745",193,89,21,"EUROPE",34,"West","Male",0.461139896373057
"2746",185,75,83,"ASIA",25,"East","Male",0.405405405405405
"2748",191,80,693,"ASIA",26,"East","Male",0.418848167539267
"2749",188,82,813,"EUROPE",21,"West","Male",0.436170212765957
"2752",178,70,465,"EUROPE",20,"West","Male",0.393258426966292
"2753",188,72,694,"OCEANIA",19,"West","Male",0.382978723404255
"2754",185,80,726,"EUROPE",20,"West","Male",0.432432432432432
"2755",170,66,913,"ASIA",24,"East","Male",0.388235294117647
"2757",193,89,686,"EUROPE",26,"West","Male",0.461139896373057
"2758",180,70,844,"EUROPE",21,"West","Male",0.388888888888889
"2761",188,84,980,"EUROPE",26,"West","Male",0.446808510638298
"2764",183,79,65,"EUROPE",23,"West","Male",0.431693989071038
"2765",178,75,335,"ASIA",28,"East","Male",0.421348314606742
"2766",180,74,455,"EUROPE",23,"West","Male",0.411111111111111
"2773",188,80,449,"NORTHERN_AMERICA",19,"West","Male",0.425531914893617
"2775",183,78,468,"EUROPE",20,"West","Male",0.426229508196721
"2777",183,74,287,"ASIA",27,"East","Male",0.404371584699454
"2778",175,75,68,"EUROPE",34,"West","Male",0.428571428571429
"2780",188,80,395,"ASIA",21,"East","Male",0.425531914893617
"2782",175,78,996,"ASIA",22,"East","Male",0.445714285714286
"2785",185,68,555,"EUROPE",16,"West","Male",0.367567567567568
"2788",191,85,1010,"EUROPE",22,"West","Male",0.445026178010471
"2789",175,59,1009,"NORTHERN_AMERICA",16,"West","Male",0.337142857142857
"2792",178,69,509,"ASIA",20,"East","Male",0.387640449438202
"2795",196,93,440,"NORTHERN_AMERICA",23,"West","Male",0.474489795918367
"2796",191,85,183,"OCEANIA",24,"West","Male",0.445026178010471
"2801",183,88,876,"ASIA",24,"East","Male",0.480874316939891
"2802",196,85,594,"EUROPE",27,"West","Male",0.433673469387755
"2803",175,73,102,"ASIA",22,"East","Male",0.417142857142857
"2805",198,88,26,"EUROPE",27,"West","Male",0.444444444444444
"2806",188,79,998,"ASIA",18,"East","Male",0.420212765957447
"2808",183,74,606,"OCEANIA",25,"West","Male",0.404371584699454
"2809",193,90,283,"EUROPE",25,"West","Male",0.466321243523316
"2812",185,78,13,"EUROPE",24,"West","Male",0.421621621621622
"2819",185,70,1027,"ASIA",23,"East","Male",0.378378378378378
"2822",196,91,1038,"EUROPE",24,"West","Male",0.464285714285714
"2824",180,78,1040,"EUROPE",22,"West","Male",0.433333333333333
"2825",170,68,1013,"ASIA",17,"East","Male",0.4
"2827",178,72,1012,"EUROPE",22,"West","Male",0.404494382022472
"2829",188,73,694,"EUROPE",24,"West","Male",0.388297872340426
"2830",188,79,489,"EUROPE",22,"West","Male",0.420212765957447
"2834",191,82,990,"OCEANIA",23,"West","Male",0.429319371727749
"2836",183,75,759,"EUROPE",21,"West","Male",0.409836065573771
"2839",201,93,1026,"EUROPE",20,"West","Male",0.462686567164179
"2840",173,65,738,"EUROPE",27,"West","Male",0.375722543352601
"2842",180,68,1052,"EUROPE",22,"West","Male",0.377777777777778
"2843",193,84,459,"OCEANIA",24,"West","Male",0.435233160621762
"2844",188,80,68,"EUROPE",26,"West","Male",0.425531914893617
"2845",170,69,405,"EUROPE",26,"West","Male",0.405882352941176
"2846",193,85,377,"EUROPE",27,"West","Male",0.440414507772021
"2850",185,74,340,"EUROPE",23,"West","Male",0.4
"2858",180,80,327,"EUROPE",23,"West","Male",0.444444444444444
"2861",183,73,25,"EUROPE",25,"West","Male",0.398907103825137
"2863",188,73,986,"EUROPE",19,"West","Male",0.388297872340426
"2864",180,70,625,"NORTHERN_AMERICA",19,"West","Male",0.388888888888889
"2865",178,69,870,"ASIA",19,"East","Male",0.387640449438202
"2866",185,80,672,"EUROPE",20,"West","Male",0.432432432432432
"2868",183,75,750,"NORTHERN_AMERICA",24,"West","Male",0.409836065573771
"2871",178,69,1074,"EUROPE",17,"West","Male",0.387640449438202
"2872",183,90,954,"EUROPE",19,"West","Male",0.491803278688525
"2873",178,72,35,"EUROPE",33,"West","Male",0.404494382022472
"2876",173,64,839,"OCEANIA",19,"West","Male",0.369942196531792
"2877",185,83,753,"ASIA",20,"East","Male",0.448648648648649
"2878",177,70,962,"EUROPE",23,"West","Male",0.395480225988701
"2879",185,83,537,"EUROPE",21,"West","Male",0.448648648648649
"2885",185,80,548,"EUROPE",21,"West","Male",0.432432432432432
"2889",180,72,244,"EUROPE",23,"West","Male",0.4
"2891",188,85,605,"ASIA",23,"East","Male",0.452127659574468
"2893",183,78,815,"EUROPE",22,"West","Male",0.426229508196721
"2894",175,73,639,"OCEANIA",18,"West","Male",0.417142857142857
"2898",175,70,830,"EUROPE",21,"West","Male",0.4
"2899",191,82,848,"EUROPE",23,"West","Male",0.429319371727749
"2901",191,83,956,"ASIA",21,"East","Male",0.43455497382199
"2902",193,86,551,"EUROPE",27,"West","Male",0.44559585492228
"2903",188,83,323,"EUROPE",25,"West","Male",0.441489361702128
"2908",191,86,1101,"NORTHERN_AMERICA",22,"West","Male",0.450261780104712
"2909",175,74,167,"EUROPE",23,"West","Male",0.422857142857143
"2910",196,91,977,"EUROPE",24,"West","Male",0.464285714285714
"2911",185,81,1051,"EUROPE",19,"West","Male",0.437837837837838
"2913",183,72,867,"EUROPE",22,"West","Male",0.39344262295082
"2915",188,77,1048,"EUROPE",21,"West","Male",0.409574468085106
"2916",175,72,606,"OCEANIA",19,"West","Male",0.411428571428571
"2917",183,79,477,"EUROPE",24,"West","Male",0.431693989071038
"2919",180,65,724,"EUROPE",22,"West","Male",0.361111111111111
"2930",175,70,545,"ASIA",23,"East","Male",0.4
"2931",188,89,184,"EUROPE",25,"West","Male",0.473404255319149
"2932",198,93,988,"NORTHERN_AMERICA",19,"West","Male",0.46969696969697
"2936",180,74,464,"EUROPE",22,"West","Male",0.411111111111111
"2938",198,76,575,"NORTHERN_AMERICA",20,"West","Male",0.383838383838384
"2944",183,81,43,"EUROPE",26,"West","Male",0.442622950819672
"2947",183,79,117,"EUROPE",29,"West","Male",0.431693989071038
"2949",180,70,1131,"NORTHERN_AMERICA",18,"West","Male",0.388888888888889
"2950",178,82,1067,"EUROPE",20,"West","Male",0.460674157303371
"2951",180,74,1142,"NORTHERN_AMERICA",18,"West","Male",0.411111111111111
"2957",185,85,52,"EUROPE",28,"West","Male",0.459459459459459
"2961",183,82,465,"EUROPE",25,"West","Male",0.448087431693989
"2965",185,74,1088,"EUROPE",23,"West","Male",0.4
"2971",173,73,1157,"OCEANIA",20,"West","Male",0.421965317919075
"2972",180,77,236,"EUROPE",22,"West","Male",0.427777777777778
"2977",185,77,1154,"EUROPE",27,"West","Male",0.416216216216216
"2978",187,84,1132,"NORTHERN_AMERICA",21,"West","Male",0.449197860962567
"2979",175,75,877,"ASIA",22,"East","Male",0.428571428571429
"2980",170,68,1173,"ASIA",23,"East","Male",0.4
"2981",180,70,1093,"EUROPE",27,"West","Male",0.388888888888889
"2982",175,72,951,"EUROPE",19,"West","Male",0.411428571428571
"2984",180,74,1014,"ASIA",20,"East","Male",0.411111111111111
"2990",178,73,294,"ASIA",23,"East","Male",0.410112359550562
"2993",183,65,431,"EUROPE",24,"West","Male",0.355191256830601
"2996",183,72,239,"EUROPE",23,"West","Male",0.39344262295082
"2997",193,88,571,"EUROPE",21,"West","Male",0.455958549222798
"3000",185,81,257,"ASIA",22,"East","Male",0.437837837837838
"3002",193,86,1187,"NORTHERN_AMERICA",22,"West","Male",0.44559585492228
"3004",188,86,858,"NORTHERN_AMERICA",19,"West","Male",0.457446808510638
"3005",183,68,1173,"EUROPE",19,"West","Male",0.371584699453552
"3007",178,73,1070,"EUROPE",21,"West","Male",0.410112359550562
"3010",188,79,601,"EUROPE",22,"West","Male",0.420212765957447
"3013",188,82,960,"EUROPE",25,"West","Male",0.436170212765957
"3017",193,77,609,"EUROPE",22,"West","Male",0.398963730569948
"3018",188,74,323,"OCEANIA",24,"West","Male",0.393617021276596
"3022",196,105,704,"EUROPE",17,"West","Male",0.535714285714286
"3023",185,80,304,"EUROPE",20,"West","Male",0.432432432432432
"3025",175,65,1208,"OCEANIA",20,"West","Male",0.371428571428571
"3029",185,76,935,"EUROPE",21,"West","Male",0.410810810810811
"3032",170,65,1217,"EUROPE",22,"West","Male",0.382352941176471
"3033",183,80,1210,"NORTHERN_AMERICA",25,"West","Male",0.437158469945355
"3034",175,68,956,"ASIA",22,"East","Male",0.388571428571429
"3042",178,75,1030,"NORTHERN_AMERICA",22,"West","Male",0.421348314606742
"3046",193,84,179,"OCEANIA",21,"West","Male",0.435233160621762
"3047",188,84,1226,"NORTHERN_AMERICA",24,"West","Male",0.446808510638298
"3050",180,80,393,"ASIA",23,"East","Male",0.444444444444444
"3053",180,67,1234,"EUROPE",22,"West","Male",0.372222222222222
"3055",178,80,1147,"ASIA",24,"East","Male",0.449438202247191
"3056",188,84,637,"EUROPE",26,"West","Male",0.446808510638298
"3065",180,78,1223,"EUROPE",22,"West","Male",0.433333333333333
"3069",180,78,919,"EUROPE",22,"West","Male",0.433333333333333
"3070",183,79,839,"EUROPE",20,"West","Male",0.431693989071038
"3071",183,80,403,"EUROPE",22,"West","Male",0.437158469945355
"3072",198,90,568,"EUROPE",26,"West","Male",0.454545454545455
"3076",178,70,1238,"ASIA",19,"East","Male",0.393258426966292
"3079",183,77,209,"EUROPE",26,"West","Male",0.420765027322404
"3093",163,68,1248,"ASIA",18,"East","Male",0.417177914110429
"3100",188,75,154,"EUROPE",23,"West","Male",0.398936170212766
"3101",185,75,650,"EUROPE",19,"West","Male",0.405405405405405
"3103",191,83,255,"EUROPE",24,"West","Male",0.43455497382199
"3122",180,80,756,"EUROPE",18,"West","Male",0.444444444444444
"3124",180,72,1041,"EUROPE",20,"West","Male",0.4
"3125",188,92,1008,"OCEANIA",19,"West","Male",0.48936170212766
"3132",170,72,206,"EUROPE",23,"West","Male",0.423529411764706
"3135",185,74,1078,"EUROPE",22,"West","Male",0.4
"3136",188,78,1179,"EUROPE",18,"West","Male",0.414893617021277
"3137",178,70,873,"EUROPE",22,"West","Male",0.393258426966292
"3139",183,80,481,"EUROPE",21,"West","Male",0.437158469945355
"3140",185,88,674,"EUROPE",21,"West","Male",0.475675675675676
"3141",191,95,1212,"NORTHERN_AMERICA",24,"West","Male",0.49738219895288
"3142",185,88,1225,"ASIA",18,"East","Male",0.475675675675676
"3143",193,77,918,"NORTHERN_AMERICA",25,"West","Male",0.398963730569948
"3144",185,90,763,"EUROPE",22,"West","Male",0.486486486486487
"3146",185,76,228,"EUROPE",23,"West","Male",0.410810810810811
"3150",173,78,443,"EUROPE",24,"West","Male",0.450867052023121
"3151",191,84,363,"EUROPE",24,"West","Male",0.43979057591623
"3154",178,73,185,"EUROPE",26,"West","Male",0.410112359550562
"3155",175,67,695,"EUROPE",20,"West","Male",0.382857142857143
"3159",183,77,992,"NORTHERN_AMERICA",27,"West","Male",0.420765027322404
"3165",183,85,795,"ASIA",24,"East","Male",0.46448087431694
"3168",188,82,510,"NORTHERN_AMERICA",23,"West","Male",0.436170212765957
"3170",178,76,842,"ASIA",27,"East","Male",0.426966292134831
"3171",185,85,600,"NORTHERN_AMERICA",18,"West","Male",0.459459459459459
"3172",183,80,8,"EUROPE",29,"West","Male",0.437158469945355
"3173",183,75,281,"EUROPE",23,"West","Male",0.409836065573771
"3175",193,89,1066,"NORTHERN_AMERICA",19,"West","Male",0.461139896373057
"3176",183,80,433,"EUROPE",25,"West","Male",0.437158469945355
"3178",180,76,850,"EUROPE",21,"West","Male",0.422222222222222
"3182",180,64,514,"EUROPE",20,"West","Male",0.355555555555556
"3183",188,93,820,"NORTHERN_AMERICA",32,"West","Male",0.49468085106383
"3185",183,81,1330,"EUROPE",24,"West","Male",0.442622950819672
"3187",178,74,276,"EUROPE",22,"West","Male",0.415730337078652
"3188",180,75,1333,"ASIA",19,"East","Male",0.416666666666667
"3190",183,77,823,"EUROPE",22,"West","Male",0.420765027322404
"3191",178,71,770,"EUROPE",20,"West","Male",0.398876404494382
"3192",180,72,62,"ASIA",26,"East","Male",0.4
"3193",188,82,516,"NORTHERN_AMERICA",23,"West","Male",0.436170212765957
"3196",180,79,955,"EUROPE",22,"West","Male",0.438888888888889
"3201",191,90,560,"EUROPE",20,"West","Male",0.471204188481675
"3202",175,78,147,"EUROPE",22,"West","Male",0.445714285714286
"3208",188,87,350,"EUROPE",20,"West","Male",0.462765957446808
"3210",193,79,158,"NORTHERN_AMERICA",23,"West","Male",0.409326424870466
"3211",183,85,204,"EUROPE",23,"West","Male",0.46448087431694
"3213",180,70,996,"NORTHERN_AMERICA",19,"West","Male",0.388888888888889
"3217",185,84,57,"EUROPE",29,"West","Male",0.454054054054054
"3218",188,83,1156,"ASIA",21,"East","Male",0.441489361702128
"3221",175,70,1359,"ASIA",20,"East","Male",0.4
"3224",183,80,607,"ASIA",21,"East","Male",0.437158469945355
"3225",193,84,480,"EUROPE",22,"West","Male",0.435233160621762
"3229",183,80,215,"EUROPE",26,"West","Male",0.437158469945355
"3231",180,77,426,"NORTHERN_AMERICA",25,"West","Male",0.427777777777778
"3240",170,66,1367,"ASIA",25,"East","Male",0.388235294117647
"3241",185,82,1269,"OCEANIA",19,"West","Male",0.443243243243243
"3245",180,79,1308,"NORTHERN_AMERICA",18,"West","Male",0.438888888888889
"3250",178,70,1373,"NORTHERN_AMERICA",18,"West","Male",0.393258426966292
"3264",185,75,1386,"NORTHERN_AMERICA",18,"West","Male",0.405405405405405
"3265",193,88,675,"EUROPE",20,"West","Male",0.455958549222798
"3268",183,83,820,"EUROPE",22,"West","Male",0.453551912568306
"3269",175,72,1220,"EUROPE",20,"West","Male",0.411428571428571
"3273",178,75,1401,"ASIA",23,"East","Male",0.421348314606742
"3282",183,72,1373,"OCEANIA",21,"West","Male",0.39344262295082
"3286",185,78,1314,"EUROPE",23,"West","Male",0.421621621621622
"3287",185,78,1394,"EUROPE",22,"West","Male",0.421621621621622
"3292",175,77,1418,"EUROPE",21,"West","Male",0.44
"3293",188,78,684,"EUROPE",26,"West","Male",0.414893617021277
"3302",188,82,763,"EUROPE",19,"West","Male",0.436170212765957
"3303",183,80,636,"NORTHERN_AMERICA",23,"West","Male",0.437158469945355
"3304",191,80,1130,"EUROPE",21,"West","Male",0.418848167539267
"3307",185,75,1234,"EUROPE",19,"West","Male",0.405405405405405
"3308",196,92,650,"EUROPE",23,"West","Male",0.469387755102041
"3311",193,92,1078,"NORTHERN_AMERICA",27,"West","Male",0.476683937823834
"3314",196,79,522,"EUROPE",22,"West","Male",0.403061224489796
"3316",175,78,1025,"EUROPE",26,"West","Male",0.445714285714286
"3319",196,84,1091,"EUROPE",24,"West","Male",0.428571428571429
"3321",178,68,896,"NORTHERN_AMERICA",19,"West","Male",0.382022471910112
"3327",183,70,478,"NORTHERN_AMERICA",26,"West","Male",0.382513661202186
"3331",178,75,916,"NORTHERN_AMERICA",26,"West","Male",0.421348314606742
"3335",180,65,1436,"EUROPE",21,"West","Male",0.361111111111111
"3336",188,85,893,"EUROPE",20,"West","Male",0.452127659574468
"3341",180,75,488,"EUROPE",25,"West","Male",0.416666666666667
"3342",183,79,746,"EUROPE",21,"West","Male",0.431693989071038
"3345",180,74,452,"ASIA",24,"East","Male",0.411111111111111
"3346",185,83,986,"EUROPE",18,"West","Male",0.448648648648649
"3347",180,75,869,"EUROPE",22,"West","Male",0.416666666666667
"3349",178,71,818,"EUROPE",23,"West","Male",0.398876404494382
"3350",180,65,655,"ASIA",24,"East","Male",0.361111111111111
"3353",175,68,943,"EUROPE",25,"West","Male",0.388571428571429
"3357",183,70,1379,"ASIA",22,"East","Male",0.382513661202186
"3358",188,84,845,"NORTHERN_AMERICA",22,"West","Male",0.446808510638298
"3359",173,74,200,"EUROPE",26,"West","Male",0.427745664739884
"3361",185,80,503,"NORTHERN_AMERICA",22,"West","Male",0.432432432432432
"3362",180,75,256,"EUROPE",21,"West","Male",0.416666666666667
"3365",180,75,978,"NORTHERN_AMERICA",23,"West","Male",0.416666666666667
"3374",188,83,241,"EUROPE",25,"West","Male",0.441489361702128
"3380",178,75,716,"NORTHERN_AMERICA",25,"West","Male",0.421348314606742
"3383",182,84,708,"EUROPE",22,"West","Male",0.461538461538462
"3391",185,85,1000,"EUROPE",24,"West","Male",0.459459459459459
"3394",170,76,507,"ASIA",24,"East","Male",0.447058823529412
"3397",188,75,439,"EUROPE",27,"West","Male",0.398936170212766
"3405",173,63,583,"EUROPE",21,"West","Male",0.364161849710983
"3408",183,77,1265,"NORTHERN_AMERICA",18,"West","Male",0.420765027322404
"3418",180,77,1248,"ASIA",19,"East","Male",0.427777777777778
"3419",178,78,813,"EUROPE",19,"West","Male",0.438202247191011
"3423",187,83,234,"EUROPE",23,"West","Male",0.443850267379679
"3427",185,72,1035,"EUROPE",22,"West","Male",0.389189189189189
"3428",185,79,1056,"EUROPE",26,"West","Male",0.427027027027027
"3431",191,85,154,"EUROPE",27,"West","Male",0.445026178010471
"3435",175,70,655,"EUROPE",25,"West","Male",0.4
"3438",180,75,907,"EUROPE",22,"West","Male",0.416666666666667
"3439",185,75,1062,"ASIA",27,"East","Male",0.405405405405405
"3441",185,80,733,"NORTHERN_AMERICA",25,"West","Male",0.432432432432432
"3442",178,76,898,"OCEANIA",23,"West","Male",0.426966292134831
"3443",178,76,465,"EUROPE",24,"West","Male",0.426966292134831
"3446",170,68,711,"EUROPE",21,"West","Male",0.4
"3450",178,75,1028,"EUROPE",20,"West","Male",0.421348314606742
"3452",191,81,766,"EUROPE",19,"West","Male",0.424083769633508
"3453",178,72,1500,"EUROPE",19,"West","Male",0.404494382022472
"3454",180,72,673,"EUROPE",25,"West","Male",0.4
"3456",191,84,163,"EUROPE",25,"West","Male",0.43979057591623
"3472",198,87,671,"EUROPE",24,"West","Male",0.439393939393939
"3477",180,73,1143,"EUROPE",18,"West","Male",0.405555555555556
"3482",191,84,732,"ASIA",22,"East","Male",0.43979057591623
"3487",193,82,1087,"EUROPE",19,"West","Male",0.424870466321244
"3490",185,80,813,"EUROPE",22,"West","Male",0.432432432432432
"3491",185,90,1182,"EUROPE",19,"West","Male",0.486486486486487
"3501",187,75,819,"EUROPE",22,"West","Male",0.401069518716578
"3503",168,62,1172,"ASIA",20,"East","Male",0.369047619047619
"3504",182,83,985,"OCEANIA",17,"West","Male",0.456043956043956
"3511",182,70,825,"EUROPE",26,"West","Male",0.384615384615385
"3512",185,80,743,"EUROPE",26,"West","Male",0.432432432432432
"3516",195,90,1212,"EUROPE",19,"West","Male",0.461538461538462
"3522",183,85,1471,"OCEANIA",24,"West","Male",0.46448087431694
"3525",188,84,1008,"EUROPE",20,"West","Male",0.446808510638298
"3526",191,84,806,"EUROPE",20,"West","Male",0.43979057591623
"3528",188,80,768,"OCEANIA",20,"West","Male",0.425531914893617
"3531",180,86,563,"NORTHERN_AMERICA",23,"West","Male",0.477777777777778
"3533",183,70,409,"EUROPE",20,"West","Male",0.382513661202186
"3535",185,82,985,"EUROPE",26,"West","Male",0.443243243243243
"3536",180,67,1536,"ASIA",19,"East","Male",0.372222222222222
"3538",191,88,1498,"EUROPE",18,"West","Male",0.460732984293194
"3550",170,67,684,"ASIA",21,"East","Male",0.394117647058824
"3555",178,72,202,"EUROPE",21,"West","Male",0.404494382022472
"3559",188,80,406,"EUROPE",23,"West","Male",0.425531914893617
"3563",185,75,1223,"ASIA",24,"East","Male",0.405405405405405
"3568",188,77,644,"NORTHERN_AMERICA",21,"West","Male",0.409574468085106
"3572",198,91,1037,"NORTHERN_AMERICA",19,"West","Male",0.45959595959596
"3575",185,75,848,"ASIA",21,"East","Male",0.405405405405405
"3580",180,80,954,"NORTHERN_AMERICA",27,"West","Male",0.444444444444444
"3583",196,88,1580,"NORTHERN_AMERICA",26,"West","Male",0.448979591836735
"3584",182,73,1551,"EUROPE",22,"West","Male",0.401098901098901
"3585",175,71,626,"EUROPE",24,"West","Male",0.405714285714286
"3587",185,80,792,"EUROPE",23,"West","Male",0.432432432432432
"3589",170,60,1086,"ASIA",19,"East","Male",0.352941176470588
"3590",183,80,781,"NORTHERN_AMERICA",25,"West","Male",0.437158469945355
