"","CH","sex","Background","variable","value"
"2580",147,"Male","West","Weight",78
"2581",350,"Male","West","Weight",87
"2582",158,"Male","West","Weight",79
"2583",204,"Male","West","Weight",85
"2584",996,"Male","West","Weight",70
"2585",57,"Male","West","Weight",84
"2586",1156,"Male","East","Weight",83
"2587",1359,"Male","East","Weight",70
"2588",607,"Male","East","Weight",80
"2589",480,"Male","West","Weight",84
"2590",215,"Male","West","Weight",80
"2591",426,"Male","West","Weight",77
"2592",1367,"Male","East","Weight",66
"2593",1269,"Male","West","Weight",82
"2594",1308,"Male","West","Weight",79
"2595",1373,"Male","West","Weight",70
"2596",1386,"Male","West","Weight",75
"2597",675,"Male","West","Weight",88
"2598",820,"Male","West","Weight",83
"2599",1220,"Male","West","Weight",72
"2600",1401,"Male","East","Weight",75
"2601",1373,"Male","West","Weight",72
"2602",1314,"Male","West","Weight",78
"2603",1394,"Male","West","Weight",78
"2604",1418,"Male","West","Weight",77
"2605",684,"Male","West","Weight",78
"2606",763,"Male","West","Weight",82
"2607",636,"Male","West","Weight",80
"2608",1130,"Male","West","Weight",80
"2609",1234,"Male","West","Weight",75
"2610",650,"Male","West","Weight",92
"2611",1078,"Male","West","Weight",92
"2612",522,"Male","West","Weight",79
"2613",1025,"Male","West","Weight",78
"2614",1091,"Male","West","Weight",84
"2615",896,"Male","West","Weight",68
"2616",478,"Male","West","Weight",70
"2617",916,"Male","West","Weight",75
"2618",1436,"Male","West","Weight",65
"2619",893,"Male","West","Weight",85
"2620",488,"Male","West","Weight",75
"2621",746,"Male","West","Weight",79
"2622",452,"Male","East","Weight",74
"2623",986,"Male","West","Weight",83
"2624",869,"Male","West","Weight",75
"2625",818,"Male","West","Weight",71
"2626",655,"Male","East","Weight",65
"2627",943,"Male","West","Weight",68
"2628",1379,"Male","East","Weight",70
"2629",845,"Male","West","Weight",84
"2630",200,"Male","West","Weight",74
"2631",503,"Male","West","Weight",80
"2632",256,"Male","West","Weight",75
"2633",978,"Male","West","Weight",75
"2634",241,"Male","West","Weight",83
"2635",716,"Male","West","Weight",75
"2636",708,"Male","West","Weight",84
"2637",1000,"Male","West","Weight",85
"2638",507,"Male","East","Weight",76
"2639",439,"Male","West","Weight",75
"2640",583,"Male","West","Weight",63
"2641",1265,"Male","West","Weight",77
"2642",1248,"Male","East","Weight",77
"2643",813,"Male","West","Weight",78
"2644",234,"Male","West","Weight",83
"2645",1035,"Male","West","Weight",72
"2646",1056,"Male","West","Weight",79
"2647",154,"Male","West","Weight",85
"2648",655,"Male","West","Weight",70
"2649",907,"Male","West","Weight",75
"2650",1062,"Male","East","Weight",75
"2651",733,"Male","West","Weight",80
"2652",898,"Male","West","Weight",76
"2653",465,"Male","West","Weight",76
"2654",711,"Male","West","Weight",68
"2655",1028,"Male","West","Weight",75
"2656",766,"Male","West","Weight",81
"2657",1500,"Male","West","Weight",72
"2658",673,"Male","West","Weight",72
"2659",163,"Male","West","Weight",84
"2660",671,"Male","West","Weight",87
"2661",1143,"Male","West","Weight",73
"2662",732,"Male","East","Weight",84
"2663",1087,"Male","West","Weight",82
"2664",813,"Male","West","Weight",80
"2665",1182,"Male","West","Weight",90
"2666",819,"Male","West","Weight",75
"2667",1172,"Male","East","Weight",62
"2668",985,"Male","West","Weight",83
"2669",825,"Male","West","Weight",70
"2670",743,"Male","West","Weight",80
"2671",1212,"Male","West","Weight",90
"2672",1471,"Male","West","Weight",85
"2673",1008,"Male","West","Weight",84
"2674",806,"Male","West","Weight",84
"2675",768,"Male","West","Weight",80
"2676",563,"Male","West","Weight",86
"2677",409,"Male","West","Weight",70
"2678",985,"Male","West","Weight",82
"2679",1536,"Male","East","Weight",67
"2680",1498,"Male","West","Weight",88
"2681",684,"Male","East","Weight",67
"2682",202,"Male","West","Weight",72
"2683",406,"Male","West","Weight",80
"2684",1223,"Male","East","Weight",75
"2685",644,"Male","West","Weight",77
"2686",1037,"Male","West","Weight",91
"2687",848,"Male","East","Weight",75
"2688",954,"Male","West","Weight",80
"2689",1580,"Male","West","Weight",88
"2690",1551,"Male","West","Weight",73
"2691",626,"Male","West","Weight",71
"2692",792,"Male","West","Weight",80
"2693",1086,"Male","East","Weight",60
"2694",781,"Male","West","Weight",80
"2695",955,"Male","West","Weight",77
"2696",1291,"Male","West","Weight",89
"2697",1080,"Male","West","Weight",81
"2698",1507,"Male","West","Weight",80
"2699",671,"Male","West","Weight",80
"2700",417,"Male","West","Weight",82
"2701",1062,"Male","West","Weight",78
"2702",817,"Male","West","Weight",79
"2703",250,"Male","West","Weight",73
"2704",366,"Male","West","Weight",94
"2705",1530,"Male","West","Weight",75
"2706",204,"Male","West","Weight",80
"2707",1142,"Male","West","Weight",73
"2708",1591,"Male","East","Weight",84
"2709",190,"Male","West","Weight",77
"2710",577,"Male","East","Weight",85
"2711",1442,"Male","West","Weight",82
"2712",362,"Male","West","Weight",75
"2713",267,"Male","West","Weight",80
"2714",74,"Male","West","Weight",76
"2715",1024,"Male","West","Weight",64
"2716",1065,"Male","West","Weight",86
"2717",460,"Male","West","Weight",90
"2718",984,"Male","East","Weight",66
"2719",877,"Male","East","Weight",86
"2720",915,"Male","West","Weight",74
"2721",174,"Male","West","Weight",80
"2722",1580,"Male","West","Weight",78
"2723",300,"Male","West","Weight",80
"2724",306,"Male","West","Weight",85
"2725",633,"Male","West","Weight",75
"2726",1140,"Male","West","Weight",74
"2727",958,"Male","West","Weight",79
"2728",1356,"Male","West","Weight",75
"2729",1102,"Male","East","Weight",60
"2730",1600,"Male","West","Weight",84
"2731",234,"Male","West","Weight",80
"2732",608,"Male","West","Weight",80
"2733",1335,"Male","East","Weight",67
"2734",936,"Male","West","Weight",74
"2735",59,"Male","West","Weight",83
"2736",1553,"Male","East","Weight",85
"2737",1580,"Male","West","Weight",66
"2738",869,"Male","West","Weight",77
"2739",327,"Male","West","Weight",84
"2740",344,"Male","West","Weight",74
"2741",582,"Male","West","Weight",77
"2742",1639,"Male","West","Weight",80
"2743",953,"Male","West","Weight",84
"2744",1333,"Male","West","Weight",68
"2745",219,"Male","West","Weight",72
"2746",1648,"Male","West","Weight",84
"2747",1051,"Male","West","Weight",88
"2748",1640,"Male","West","Weight",73
"2749",1027,"Male","West","Weight",86
"2750",214,"Male","West","Weight",90
"2751",59,"Male","West","Weight",70
"2752",1639,"Male","West","Weight",86
"2753",1428,"Male","East","Weight",74
"2754",222,"Male","West","Weight",77
"2755",1464,"Male","East","Weight",65
"2756",1088,"Male","East","Weight",67
"2757",536,"Male","West","Weight",82
"2758",410,"Male","West","Weight",80
"2759",211,"Male","West","Weight",76
"2760",1323,"Male","West","Weight",70
"2761",1639,"Male","East","Weight",69
"2762",912,"Male","East","Weight",90
"2763",825,"Male","West","Weight",75
"2764",1678,"Male","West","Weight",76
"2765",1298,"Male","East","Weight",85
"2766",334,"Male","West","Weight",82
"2767",188,"Male","West","Weight",77
"2768",1686,"Male","West","Weight",70
"2769",344,"Male","West","Weight",84
"2770",335,"Male","East","Weight",70
"2771",1663,"Male","West","Weight",75
"2772",1293,"Male","West","Weight",82
"2773",1258,"Male","West","Weight",73
"2774",1349,"Male","West","Weight",79
"2775",497,"Male","West","Weight",85
"2776",955,"Male","West","Weight",68
"2777",671,"Male","East","Weight",85
"2778",1572,"Male","West","Weight",81
"2779",654,"Male","West","Weight",72
"2780",79,"Male","West","Weight",73
"2781",937,"Male","West","Weight",82
"2782",598,"Male","West","Weight",73
"2783",973,"Male","West","Weight",67
"2784",1099,"Male","East","Weight",68
"2785",123,"Male","West","Weight",78
"2786",75,"Male","West","Weight",75
"2787",882,"Male","West","Weight",82
"2788",940,"Male","West","Weight",89
"2789",1124,"Male","West","Weight",78
"2790",740,"Male","West","Weight",65
"2791",1600,"Male","West","Weight",70
"2792",758,"Male","East","Weight",70
"2793",901,"Male","West","Weight",82
"2794",791,"Male","East","Weight",68
"2795",1464,"Male","West","Weight",76
"2796",908,"Male","East","Weight",66
"2797",790,"Male","West","Weight",80
"2798",961,"Male","West","Weight",82
"2799",296,"Male","West","Weight",71
"2800",1692,"Male","East","Weight",72
"2801",1219,"Male","West","Weight",76
"2802",324,"Male","West","Weight",69
"2803",1218,"Male","West","Weight",77
"2804",1355,"Male","West","Weight",90
"2805",1307,"Male","East","Weight",70
"2806",590,"Male","West","Weight",78
"2807",1271,"Male","West","Weight",73
"2808",1117,"Male","West","Weight",82
"2809",371,"Male","West","Weight",78
"2810",696,"Male","West","Weight",77
"2811",532,"Male","West","Weight",83
"2812",980,"Male","West","Weight",81
"2813",1748,"Male","West","Weight",70
"2814",1505,"Male","East","Weight",76
"2815",214,"Male","West","Weight",87
"2816",1346,"Male","West","Weight",70
"2817",924,"Male","West","Weight",80
"2818",454,"Male","West","Weight",88
"2819",1316,"Male","West","Weight",87
"2820",481,"Male","West","Weight",85
"2821",350,"Male","West","Weight",85
"2822",1654,"Male","West","Weight",80
"2823",1497,"Male","East","Weight",62
"2824",825,"Male","West","Weight",76
"2825",1715,"Male","East","Weight",69
"2826",806,"Male","West","Weight",84
"2827",970,"Male","West","Weight",80
"2828",661,"Male","West","Weight",75
"2829",1401,"Male","West","Weight",72
"2830",1513,"Male","West","Weight",70
"2831",985,"Male","West","Weight",84
"2832",801,"Male","West","Weight",60
"2833",408,"Male","West","Weight",86
"2834",1245,"Male","West","Weight",76
"2835",1792,"Male","East","Weight",70
"2836",1324,"Male","West","Weight",85
"2837",1127,"Male","West","Weight",78
"2838",752,"Male","West","Weight",75
"2839",746,"Male","East","Weight",78
"2840",901,"Male","West","Weight",87
"2841",1023,"Male","East","Weight",74
"2842",1570,"Male","East","Weight",70
"2843",1594,"Male","East","Weight",76
"2844",393,"Male","West","Weight",82
"2845",655,"Male","West","Weight",82
"2846",1238,"Male","East","Weight",70
"2847",1355,"Male","West","Weight",74
"2848",863,"Male","West","Weight",80
"2849",1791,"Male","West","Weight",74
"2850",1639,"Male","East","Weight",77
"2851",912,"Male","West","Weight",72
"2852",1200,"Male","West","Weight",80
"2853",748,"Male","East","Weight",85
"2854",934,"Male","West","Weight",83
"2855",694,"Male","West","Weight",85
"2856",491,"Male","West","Weight",72
"2857",971,"Male","East","Weight",55
"2858",1119,"Male","West","Weight",71
"2859",797,"Male","West","Weight",73
"2860",1692,"Male","West","Weight",74
"2861",1524,"Male","West","Weight",100
"2862",503,"Male","West","Weight",78
"2863",1837,"Male","East","Weight",73
"2864",814,"Male","West","Weight",80
"2865",1558,"Male","East","Weight",66
"2866",1527,"Male","West","Weight",81
"2867",612,"Male","West","Weight",81
"2868",657,"Male","West","Weight",77
"2869",1059,"Male","West","Weight",70
"2870",1520,"Male","West","Weight",78
"2871",1378,"Male","West","Weight",84
"2872",899,"Male","West","Weight",70
"2873",1169,"Male","West","Weight",74
"2874",1203,"Male","East","Weight",70
"2875",945,"Male","East","Weight",75
"2876",1464,"Male","East","Weight",88
"2877",1400,"Male","West","Weight",82
"2878",1743,"Male","West","Weight",84
"2879",237,"Male","West","Weight",77
"2880",1316,"Male","East","Weight",80
"2881",1789,"Male","West","Weight",73
"2882",650,"Male","East","Weight",79
"2883",1251,"Male","West","Weight",80
"2884",826,"Male","West","Weight",70
"2885",656,"Male","West","Weight",80
"2886",751,"Male","West","Weight",73
"2887",816,"Male","East","Weight",60
"2888",1361,"Male","West","Weight",84
"2889",1057,"Male","East","Weight",68
"2890",1184,"Male","West","Weight",80
"2891",708,"Male","West","Weight",75
"2892",1224,"Male","West","Weight",97
"2893",1035,"Male","West","Weight",68
"2894",1227,"Male","West","Weight",75
"2895",1469,"Male","West","Weight",85
"2896",917,"Male","West","Weight",74
"2897",1441,"Male","West","Weight",68
"2898",1956,"Male","West","Weight",82
"2899",1008,"Male","West","Weight",82
"2900",891,"Male","West","Weight",66
"2901",1748,"Male","West","Weight",79
"2902",945,"Male","West","Weight",75
"2903",1643,"Male","West","Weight",82
"2904",1866,"Male","West","Weight",80
"2905",644,"Male","West","Weight",72
"2906",1018,"Male","West","Weight",75
"2907",1745,"Male","West","Weight",71
"2908",1517,"Male","West","Weight",80
"2909",525,"Male","West","Weight",76
"2910",781,"Male","West","Weight",80
"2911",1,"Female","West","Body_Ratio",0.373493975903614
"2912",1,"Female","West","Body_Ratio",0.387096774193548
"2913",1,"Female","East","Body_Ratio",0.383333333333333
"2914",1,"Female","West","Body_Ratio",0.357142857142857
"2915",3,"Female","West","Body_Ratio",0.344827586206897
"2916",2,"Female","West","Body_Ratio",0.384615384615385
"2917",7,"Female","West","Body_Ratio",0.36
"2918",4,"Female","West","Body_Ratio",0.406593406593407
"2919",1,"Female","West","Body_Ratio",0.4
"2920",4,"Female","West","Body_Ratio",0.388888888888889
"2921",7,"Female","West","Body_Ratio",0.370786516853933
"2922",15,"Female","West","Body_Ratio",0.348066298342541
"2923",14,"Female","West","Body_Ratio",0.343023255813953
"2924",12,"Female","West","Body_Ratio",0.374301675977654
"2925",18,"Female","West","Body_Ratio",0.377142857142857
"2926",19,"Female","West","Body_Ratio",0.357541899441341
"2927",1,"Female","West","Body_Ratio",0.393063583815029
"2928",22,"Female","West","Body_Ratio",0.36046511627907
"2929",3,"Female","West","Body_Ratio",0.358823529411765
"2930",14,"Female","West","Body_Ratio",0.373563218390805
"2931",11,"Female","West","Body_Ratio",0.384615384615385
"2932",9,"Female","West","Body_Ratio",0.388888888888889
"2933",12,"Female","East","Body_Ratio",0.348837209302326
"2934",13,"Female","West","Body_Ratio",0.406779661016949
"2935",23,"Female","West","Body_Ratio",0.359550561797753
"2936",16,"Female","West","Body_Ratio",0.365853658536585
"2937",27,"Female","East","Body_Ratio",0.361963190184049
"2938",1,"Female","West","Body_Ratio",0.401098901098901
"2939",1,"Female","West","Body_Ratio",0.355932203389831
"2940",36,"Female","East","Body_Ratio",0.364705882352941
"2941",10,"Female","West","Body_Ratio",0.326086956521739
"2942",41,"Female","West","Body_Ratio",0.345029239766082
"2943",5,"Female","West","Body_Ratio",0.384180790960452
"2944",4,"Female","West","Body_Ratio",0.344632768361582
"2945",23,"Female","East","Body_Ratio",0.367231638418079
"2946",37,"Female","West","Body_Ratio",0.364161849710983
"2947",35,"Female","West","Body_Ratio",0.378378378378378
"2948",1,"Female","West","Body_Ratio",0.382513661202186
"2949",39,"Female","West","Body_Ratio",0.372222222222222
"2950",1,"Female","West","Body_Ratio",0.389189189189189
"2951",2,"Female","West","Body_Ratio",0.419540229885057
"2952",6,"Female","West","Body_Ratio",0.382716049382716
"2953",56,"Female","West","Body_Ratio",0.382022471910112
"2954",53,"Female","West","Body_Ratio",0.338888888888889
"2955",31,"Female","West","Body_Ratio",0.396551724137931
"2956",59,"Female","West","Body_Ratio",0.391061452513966
"2957",11,"Female","West","Body_Ratio",0.364161849710983
"2958",26,"Female","West","Body_Ratio",0.35031847133758
"2959",61,"Female","West","Body_Ratio",0.329411764705882
"2960",35,"Female","West","Body_Ratio",0.396739130434783
"2961",30,"Female","West","Body_Ratio",0.344827586206897
"2962",10,"Female","West","Body_Ratio",0.364705882352941
"2963",23,"Female","West","Body_Ratio",0.385057471264368
"2964",54,"Female","West","Body_Ratio",0.352941176470588
"2965",21,"Female","West","Body_Ratio",0.335227272727273
"2966",27,"Female","West","Body_Ratio",0.369047619047619
"2967",30,"Female","East","Body_Ratio",0.345911949685535
"2968",2,"Female","West","Body_Ratio",0.323699421965318
"2969",14,"Female","East","Body_Ratio",0.344632768361582
"2970",55,"Female","West","Body_Ratio",0.411764705882353
"2971",31,"Female","East","Body_Ratio",0.372093023255814
"2972",9,"Female","West","Body_Ratio",0.383333333333333
"2973",51,"Female","West","Body_Ratio",0.331360946745562
"2974",64,"Female","West","Body_Ratio",0.392045454545455
"2975",83,"Female","East","Body_Ratio",0.369942196531792
"2976",24,"Female","West","Body_Ratio",0.364705882352941
"2977",41,"Female","West","Body_Ratio",0.398907103825137
"2978",62,"Female","West","Body_Ratio",0.354285714285714
"2979",46,"Female","West","Body_Ratio",0.36046511627907
"2980",38,"Female","West","Body_Ratio",0.370588235294118
"2981",35,"Female","West","Body_Ratio",0.357142857142857
"2982",13,"Female","West","Body_Ratio",0.333333333333333
"2983",4,"Female","West","Body_Ratio",0.388571428571429
"2984",26,"Female","West","Body_Ratio",0.321428571428571
"2985",22,"Female","West","Body_Ratio",0.370165745856354
"2986",15,"Female","West","Body_Ratio",0.408839779005525
"2987",56,"Female","East","Body_Ratio",0.355828220858896
"2988",61,"Female","West","Body_Ratio",0.361111111111111
"2989",25,"Female","West","Body_Ratio",0.379888268156425
"2990",71,"Female","West","Body_Ratio",0.333333333333333
"2991",20,"Female","West","Body_Ratio",0.337142857142857
"2992",110,"Female","West","Body_Ratio",0.364161849710983
"2993",54,"Female","West","Body_Ratio",0.378378378378378
"2994",28,"Female","West","Body_Ratio",0.375
"2995",42,"Female","West","Body_Ratio",0.352941176470588
"2996",40,"Female","West","Body_Ratio",0.371428571428571
"2997",9,"Female","West","Body_Ratio",0.364705882352941
"2998",59,"Female","West","Body_Ratio",0.362573099415205
"2999",134,"Female","West","Body_Ratio",0.345029239766082
"3000",1,"Female","West","Body_Ratio",0.313829787234043
"3001",66,"Female","West","Body_Ratio",0.361111111111111
"3002",26,"Female","West","Body_Ratio",0.357954545454545
"3003",2,"Female","West","Body_Ratio",0.343023255813953
"3004",32,"Female","East","Body_Ratio",0.341935483870968
"3005",45,"Female","West","Body_Ratio",0.390804597701149
"3006",12,"Female","West","Body_Ratio",0.373626373626374
"3007",52,"Female","West","Body_Ratio",0.353658536585366
"3008",73,"Female","West","Body_Ratio",0.404907975460123
"3009",39,"Female","West","Body_Ratio",0.325153374233129
"3010",99,"Female","West","Body_Ratio",0.359281437125749
"3011",71,"Female","West","Body_Ratio",0.361963190184049
"3012",19,"Female","West","Body_Ratio",0.4
"3013",111,"Female","West","Body_Ratio",0.379888268156425
"3014",23,"Female","West","Body_Ratio",0.372972972972973
"3015",17,"Female","West","Body_Ratio",0.361111111111111
"3016",48,"Female","West","Body_Ratio",0.388571428571429
"3017",67,"Female","West","Body_Ratio",0.352941176470588
"3018",50,"Female","West","Body_Ratio",0.357142857142857
"3019",94,"Female","West","Body_Ratio",0.398809523809524
"3020",147,"Female","West","Body_Ratio",0.360248447204969
"3021",46,"Female","West","Body_Ratio",0.316939890710383
"3022",35,"Female","West","Body_Ratio",0.368131868131868
"3023",105,"Female","East","Body_Ratio",0.383720930232558
"3024",5,"Female","West","Body_Ratio",0.365853658536585
"3025",170,"Female","West","Body_Ratio",0.369942196531792
"3026",116,"Female","West","Body_Ratio",0.357142857142857
"3027",124,"Female","West","Body_Ratio",0.370786516853933
"3028",166,"Female","East","Body_Ratio",0.333333333333333
"3029",45,"Female","West","Body_Ratio",0.379310344827586
"3030",165,"Female","West","Body_Ratio",0.382022471910112
"3031",5,"Female","West","Body_Ratio",0.342696629213483
"3032",55,"Female","West","Body_Ratio",0.361111111111111
"3033",198,"Female","West","Body_Ratio",0.352941176470588
"3034",102,"Female","West","Body_Ratio",0.383333333333333
"3035",20,"Female","West","Body_Ratio",0.367469879518072
"3036",154,"Female","West","Body_Ratio",0.335365853658537
"3037",154,"Female","West","Body_Ratio",0.364705882352941
"3038",189,"Female","West","Body_Ratio",0.363095238095238
"3039",105,"Female","West","Body_Ratio",0.337142857142857
"3040",66,"Female","East","Body_Ratio",0.401197604790419
"3041",124,"Female","West","Body_Ratio",0.390374331550802
"3042",57,"Female","West","Body_Ratio",0.357954545454545
"3043",132,"Female","West","Body_Ratio",0.363095238095238
"3044",59,"Female","West","Body_Ratio",0.329411764705882
"3045",58,"Female","West","Body_Ratio",0.365714285714286
"3046",97,"Female","West","Body_Ratio",0.392638036809816
"3047",29,"Female","West","Body_Ratio",0.322033898305085
"3048",7,"Female","West","Body_Ratio",0.333333333333333
"3049",38,"Female","West","Body_Ratio",0.349726775956284
"3050",102,"Female","West","Body_Ratio",0.331428571428571
"3051",41,"Female","West","Body_Ratio",0.406779661016949
"3052",70,"Female","East","Body_Ratio",0.349693251533742
"3053",4,"Female","West","Body_Ratio",0.341614906832298
"3054",5,"Female","West","Body_Ratio",0.342541436464088
"3055",102,"Female","West","Body_Ratio",0.360655737704918
"3056",10,"Female","West","Body_Ratio",0.378378378378378
"3057",12,"Female","West","Body_Ratio",0.382022471910112
"3058",31,"Female","West","Body_Ratio",0.361111111111111
"3059",111,"Female","West","Body_Ratio",0.370786516853933
"3060",95,"Female","West","Body_Ratio",0.323699421965318
"3061",144,"Female","East","Body_Ratio",0.369047619047619
"3062",166,"Female","East","Body_Ratio",0.35195530726257
"3063",35,"Female","West","Body_Ratio",0.368421052631579
"3064",60,"Female","East","Body_Ratio",0.451612903225806
"3065",107,"Female","West","Body_Ratio",0.359550561797753
"3066",40,"Female","West","Body_Ratio",0.377777777777778
"3067",30,"Female","West","Body_Ratio",0.392857142857143
"3068",20,"Female","West","Body_Ratio",0.359116022099448
"3069",50,"Female","East","Body_Ratio",0.389473684210526
"3070",349,"Female","West","Body_Ratio",0.35195530726257
"3071",202,"Female","West","Body_Ratio",0.355421686746988
"3072",31,"Female","West","Body_Ratio",0.351190476190476
"3073",76,"Female","West","Body_Ratio",0.391534391534392
"3074",424,"Female","West","Body_Ratio",0.354285714285714
"3075",294,"Female","West","Body_Ratio",0.358823529411765
"3076",145,"Female","West","Body_Ratio",0.398773006134969
"3077",89,"Female","West","Body_Ratio",0.347058823529412
"3078",25,"Female","East","Body_Ratio",0.405555555555556
"3079",87,"Female","West","Body_Ratio",0.382022471910112
"3080",240,"Female","West","Body_Ratio",0.375
"3081",490,"Female","West","Body_Ratio",0.380116959064327
"3082",68,"Female","West","Body_Ratio",0.342857142857143
"3083",171,"Female","West","Body_Ratio",0.315151515151515
"3084",135,"Female","West","Body_Ratio",0.335260115606936
"3085",32,"Female","West","Body_Ratio",0.371428571428571
"3086",284,"Female","West","Body_Ratio",0.381720430107527
"3087",20,"Female","West","Body_Ratio",0.331325301204819
"3088",145,"Female","West","Body_Ratio",0.30952380952381
"3089",137,"Female","West","Body_Ratio",0.37125748502994
"3090",84,"Female","West","Body_Ratio",0.364705882352941
"3091",163,"Female","West","Body_Ratio",0.351190476190476
"3092",25,"Female","West","Body_Ratio",0.385057471264368
"3093",175,"Female","West","Body_Ratio",0.380116959064327
"3094",126,"Female","West","Body_Ratio",0.408602150537634
"3095",87,"Female","West","Body_Ratio",0.307262569832402
"3096",268,"Female","West","Body_Ratio",0.364197530864198
"3097",507,"Female","West","Body_Ratio",0.384615384615385
"3098",54,"Female","West","Body_Ratio",0.36094674556213
"3099",60,"Female","West","Body_Ratio",0.377906976744186
"3100",66,"Female","West","Body_Ratio",0.345029239766082
"3101",80,"Female","West","Body_Ratio",0.364640883977901
"3102",163,"Female","East","Body_Ratio",0.379310344827586
"3103",63,"Female","West","Body_Ratio",0.374233128834356
"3104",47,"Female","West","Body_Ratio",0.348314606741573
"3105",39,"Female","West","Body_Ratio",0.385057471264368
"3106",128,"Female","West","Body_Ratio",0.345238095238095
"3107",35,"Female","West","Body_Ratio",0.297619047619048
"3108",13,"Female","West","Body_Ratio",0.369318181818182
"3109",71,"Female","West","Body_Ratio",0.35195530726257
"3110",14,"Female","West","Body_Ratio",0.380952380952381
"3111",20,"Female","West","Body_Ratio",0.397790055248619
"3112",95,"Female","West","Body_Ratio",0.369942196531792
"3113",102,"Female","West","Body_Ratio",0.390804597701149
"3114",18,"Female","West","Body_Ratio",0.383783783783784
"3115",26,"Female","West","Body_Ratio",0.354651162790698
"3116",7,"Female","West","Body_Ratio",0.344262295081967
"3117",342,"Female","East","Body_Ratio",0.351515151515152
"3118",37,"Female","West","Body_Ratio",0.352941176470588
"3119",40,"Female","East","Body_Ratio",0.329268292682927
"3120",122,"Female","East","Body_Ratio",0.326923076923077
"3121",79,"Female","West","Body_Ratio",0.368421052631579
"3122",30,"Female","West","Body_Ratio",0.389830508474576
"3123",37,"Female","West","Body_Ratio",0.347058823529412
"3124",55,"Female","West","Body_Ratio",0.363636363636364
"3125",172,"Female","West","Body_Ratio",0.345238095238095
"3126",243,"Female","West","Body_Ratio",0.372093023255814
"3127",170,"Female","West","Body_Ratio",0.376470588235294
"3128",151,"Female","West","Body_Ratio",0.370588235294118
"3129",121,"Female","West","Body_Ratio",0.359550561797753
"3130",111,"Female","West","Body_Ratio",0.393258426966292
"3131",295,"Female","West","Body_Ratio",0.390532544378698
"3132",33,"Female","West","Body_Ratio",0.4
"3133",1,"Female","West","Body_Ratio",0.333333333333333
"3134",8,"Female","West","Body_Ratio",0.361111111111111
"3135",50,"Female","West","Body_Ratio",0.362573099415205
"3136",33,"Female","West","Body_Ratio",0.352601156069364
"3137",21,"Female","West","Body_Ratio",0.342857142857143
"3138",149,"Female","East","Body_Ratio",0.359281437125749
"3139",475,"Female","West","Body_Ratio",0.346590909090909
"3140",350,"Female","West","Body_Ratio",0.441340782122905
"3141",422,"Female","West","Body_Ratio",0.345238095238095
"3142",32,"Female","West","Body_Ratio",0.338888888888889
"3143",40,"Female","West","Body_Ratio",0.368098159509202
"3144",47,"Female","West","Body_Ratio",0.388571428571429
"3145",98,"Female","West","Body_Ratio",0.409574468085106
"3146",188,"Female","West","Body_Ratio",0.372222222222222
"3147",146,"Female","West","Body_Ratio",0.377777777777778
"3148",4,"Female","East","Body_Ratio",0.325153374233129
"3149",26,"Female","West","Body_Ratio",0.363636363636364
"3150",48,"Female","West","Body_Ratio",0.386363636363636
"3151",76,"Female","West","Body_Ratio",0.345454545454545
"3152",110,"Female","West","Body_Ratio",0.376404494382022
"3153",55,"Female","West","Body_Ratio",0.341040462427746
"3154",42,"Female","East","Body_Ratio",0.366120218579235
"3155",66,"Female","West","Body_Ratio",0.434285714285714
"3156",20,"Female","West","Body_Ratio",0.373563218390805
"3157",1,"Male","West","Body_Ratio",0.459459459459459
"3158",1,"Male","West","Body_Ratio",0.409574468085106
"3159",1,"Male","West","Body_Ratio",0.459459459459459
"3160",4,"Male","West","Body_Ratio",0.419191919191919
"3161",4,"Male","West","Body_Ratio",0.427027027027027
"3162",5,"Male","West","Body_Ratio",0.440414507772021
"3163",3,"Male","West","Body_Ratio",0.454545454545455
"3164",8,"Male","West","Body_Ratio",0.48469387755102
"3165",9,"Male","West","Body_Ratio",0.409836065573771
"3166",6,"Male","West","Body_Ratio",0.440414507772021
"3167",7,"Male","West","Body_Ratio",0.388888888888889
"3168",9,"Male","West","Body_Ratio",0.443820224719101
"3169",4,"Male","East","Body_Ratio",0.410112359550562
"3170",15,"Male","West","Body_Ratio",0.405405405405405
"3171",3,"Male","West","Body_Ratio",0.442622950819672
"3172",8,"Male","West","Body_Ratio",0.439393939393939
"3173",18,"Male","West","Body_Ratio",0.377049180327869
"3174",8,"Male","West","Body_Ratio",0.519230769230769
"3175",3,"Male","West","Body_Ratio",0.424083769633508
"3176",17,"Male","West","Body_Ratio",0.455958549222798
"3177",10,"Male","West","Body_Ratio",0.454054054054054
"3178",22,"Male","West","Body_Ratio",0.372340425531915
"3179",18,"Male","West","Body_Ratio",0.408163265306122
"3180",16,"Male","West","Body_Ratio",0.427027027027027
"3181",10,"Male","West","Body_Ratio",0.414893617021277
"3182",12,"Male","West","Body_Ratio",0.452127659574468
"3183",5,"Male","West","Body_Ratio",0.49468085106383
"3184",13,"Male","West","Body_Ratio",0.440414507772021
"3185",3,"Male","West","Body_Ratio",0.5
"3186",25,"Male","West","Body_Ratio",0.44559585492228
"3187",23,"Male","West","Body_Ratio",0.453551912568306
"3188",33,"Male","West","Body_Ratio",0.476683937823834
"3189",33,"Male","West","Body_Ratio",0.413265306122449
"3190",27,"Male","West","Body_Ratio",0.436170212765957
"3191",3,"Male","West","Body_Ratio",0.44949494949495
"3192",26,"Male","West","Body_Ratio",0.405405405405405
